Vehicle_ID,Vehicle_Model,Manufacturer,Manufacturing_Year,Battery_Capacity,Battery_State_of_Health,Charging_Start_Time,Charging_End_Time,Charging_Duration,Charging_Station,Charging_Type,Temperature,Energy_Consumed,Distance_Travelled,Charging_Cost,Fleet_ID,Location,Charging_Status,Maintenance_Status,Driver_ID,Weather,Battery_Temperature,Distance_Travelled_km,Efficiency_kWh_100km,Degradation_Status
EV0933,BYD Seal,BYD,2023,82,95.4,2028-07-28 01:45:00,2028-07-28 02:17:00,0.53,Mysore Station 1,Fast,33,23.4,288.0,280.8,Green Mobility,Mysore,Completed,Good,D0933,Rainy,22.5,76.0,26.32,Healthy
EV0934,Tata Nexon EV,Tata,2023,40,95.1,2028-07-29 21:45:00,2028-07-29 22:14:00,0.48,Belagavi Station 2,Fast,31,23.0,289.0,276,Eco Drive,Belagavi,Completed,Good,D0934,Cloudy,22.5,76.0,26.32,Healthy
EV0935,Tata Punch EV,Tata,2023,35,98.6,2028-07-30 04:00:00,2028-07-30 04:29:00,0.48,Bangalore Station 2,Fast,39,19.7,88.0,236.4,EV Fleet India,Bangalore,Completed,Good,D0935,Cloudy,22.5,76.0,26.32,Healthy
EV0936,BYD Seal,BYD,2023,82,94.8,2028-07-31 14:00:00,2028-07-31 15:16:00,1.27,Hubli Station 1,Fast,32,62.7,222.0,752.4,EV Fleet India,Hubli,Completed,Good,D0936,Sunny,22.5,76.0,26.32,Healthy
EV0937,MG ZS EV,MG,2023,50,98.4,2028-08-01 18:00:00,2028-08-01 20:05:00,2.08,Mangalore Station 2,Normal,27,37.6,223.0,451.2,Eco Drive,Mangalore,Completed,Good,D0937,Sunny,22.5,76.0,26.32,Healthy
EV0938,Tata Punch EV,Tata,2023,35,93.6,2028-08-02 08:30:00,2028-08-02 09:05:00,0.58,Mangalore Station 2,Fast,31,26.8,102.0,321.60000000000002,Green Mobility,Mangalore,Completed,Good,D0938,Cloudy,22.5,76.0,26.32,Healthy
EV0939,BYD Atto 3,BYD,2023,60,98.9,2028-08-03 15:00:00,2028-08-03 15:17:00,0.28,Belagavi Station 2,Fast,31,19.0,246.0,228,Premium Fleet,Belagavi,Completed,Good,D0939,Cloudy,22.5,76.0,26.32,Healthy
EV0940,MG Comet EV,MG,2023,17,95.3,2028-08-04 01:15:00,2028-08-04 01:30:00,0.25,Mysore Station 1,Fast,31,8.6,290.0,103.2,EV Fleet India,Mysore,Completed,Good,D0940,Rainy,22.5,76.0,26.32,Healthy
EV0941,Hyundai Kona EV,Hyundai,2023,39,94.9,2028-08-05 09:30:00,2028-08-05 09:57:00,0.45,Mysore Station 2,Fast,38,20.9,86.0,250.8,Green Mobility,Mysore,Completed,Good,D0941,Sunny,22.5,76.0,26.32,Healthy
EV0942,BYD Atto 3,BYD,2023,60,97.5,2028-08-06 21:30:00,2028-08-06 23:33:00,2.05,Belagavi Station 1,Normal,35,37.5,185.0,450,EV Fleet India,Belagavi,Completed,Good,D0942,Sunny,22.5,76.0,26.32,Healthy
EV0943,Tata Curvv EV,Tata,2023,55,94.9,2028-08-07 06:15:00,2028-08-07 06:52:00,0.62,Bangalore Station 2,Fast,35,27.9,348.0,334.8,EV Fleet India,Bangalore,Completed,Good,D0943,Rainy,22.5,76.0,26.32,Healthy
EV0944,Tata Curvv EV,Tata,2023,55,99.2,2028-08-08 14:45:00,2028-08-08 16:43:00,1.97,Mangalore Station 2,Normal,39,34.4,138.0,412.8,Eco Drive,Mangalore,Completed,Good,D0944,Sunny,22.5,76.0,26.32,Healthy
EV0945,Kia EV6,Kia,2023,77,96.6,2028-08-09 14:45:00,2028-08-09 16:33:00,1.8,Belagavi Station 1,Normal,37,30.0,346.0,360,Green Mobility,Belagavi,Completed,Good,D0945,Cloudy,22.5,76.0,26.32,Healthy
EV0946,Hyundai Kona EV,Hyundai,2023,39,94.9,2028-08-10 20:30:00,2028-08-10 21:58:00,1.47,Bangalore Station 1,Normal,28,25.7,247.0,308.39999999999998,Green Mobility,Bangalore,Completed,Good,D0946,Sunny,22.5,76.0,26.32,Healthy
EV0947,Kia EV6,Kia,2023,77,96.1,2028-08-11 18:00:00,2028-08-11 19:01:00,1.02,Belagavi Station 1,Fast,30,47.5,179.0,570,Eco Drive,Belagavi,Completed,Good,D0947,Cloudy,22.5,76.0,26.32,Healthy
EV0948,Kia EV6,Kia,2023,77,94.9,2028-08-12 14:45:00,2028-08-12 17:35:00,2.83,Mysore Station 1,Normal,39,50.5,141.0,606,Premium Fleet,Mysore,Completed,Good,D0948,Cloudy,22.5,76.0,26.32,Healthy
EV0949,Kia EV6,Kia,2023,77,97.2,2028-08-13 17:00:00,2028-08-13 19:24:00,2.4,Bangalore Station 2,Normal,36,42.4,292.0,508.8,Premium Fleet,Bangalore,Completed,Good,D0949,Sunny,22.5,76.0,26.32,Healthy
EV0950,MG Comet EV,MG,2023,17,98.4,2028-08-14 13:30:00,2028-08-14 13:42:00,0.2,Bangalore Station 1,Fast,32,6.6,155.0,79.2,Green Mobility,Bangalore,Completed,Good,D0950,Rainy,22.5,76.0,26.32,Healthy
EV0951,Mahindra XUV400,Mahindra,2023,39,95.2,2028-08-15 22:15:00,2028-08-15 22:49:00,0.57,Bangalore Station 2,Fast,28,28.5,280.0,342,Eco Drive,Bangalore,Completed,Good,D0951,Rainy,22.5,76.0,26.32,Healthy
EV0952,Hyundai Kona EV,Hyundai,2023,39,96.7,2028-08-16 23:15:00,2028-08-16 23:50:00,0.58,Bangalore Station 1,Fast,27,23.1,135.0,277.2,Green Mobility,Bangalore,Completed,Good,D0952,Sunny,22.5,76.0,26.32,Healthy
EV0953,BYD Atto 3,BYD,2023,60,93.8,2028-08-17 01:00:00,2028-08-17 02:32:00,1.53,Mysore Station 2,Normal,33,28.5,184.0,342,Premium Fleet,Mysore,Completed,Good,D0953,Rainy,22.5,76.0,26.32,Healthy
EV0954,Hyundai Kona EV,Hyundai,2023,39,95.9,2028-08-18 22:15:00,2028-08-18 23:35:00,1.33,Mangalore Station 2,Normal,37,22.0,85.0,264,Eco Drive,Mangalore,Completed,Good,D0954,Sunny,22.5,76.0,26.32,Healthy
EV0955,Tata Nexon EV,Tata,2023,40,93.7,2028-08-19 08:45:00,2028-08-19 09:06:00,0.35,Bangalore Station 2,Fast,34,11.3,110.0,135.6,Eco Drive,Bangalore,Completed,Good,D0955,Cloudy,22.5,76.0,26.32,Healthy
EV0956,Kia EV6,Kia,2023,77,97.7,2028-08-20 23:45:00,2028-08-21 00:19:00,0.57,Hubli Station 2,Fast,34,33.0,322.0,396,Premium Fleet,Hubli,Completed,Good,D0956,Rainy,22.5,76.0,26.32,Healthy
EV0957,Tata Nexon EV,Tata,2023,40,96.1,2028-08-21 02:30:00,2028-08-21 02:48:00,0.3,Belagavi Station 1,Fast,34,17.0,143.0,204,Green Mobility,Belagavi,Completed,Good,D0957,Sunny,22.5,76.0,26.32,Healthy
EV0958,Mahindra XUV400,Mahindra,2023,39,99.1,2028-08-22 00:15:00,2028-08-22 01:05:00,0.83,Bangalore Station 1,Normal,39,16.5,89.0,198,Premium Fleet,Bangalore,Completed,Good,D0958,Rainy,22.5,76.0,26.32,Healthy
EV0959,Kia EV6,Kia,2023,77,98.5,2028-08-23 11:45:00,2028-08-23 12:45:00,1.0,Bangalore Station 2,Fast,36,46.8,88.0,561.6,Eco Drive,Bangalore,Completed,Good,D0959,Cloudy,22.5,76.0,26.32,Healthy
EV0960,MG ZS EV,MG,2023,50,95.9,2028-08-24 15:00:00,2028-08-24 15:11:00,0.18,Mangalore Station 2,Fast,38,13.4,170.0,160.80000000000001,Eco Drive,Mangalore,Completed,Good,D0960,Rainy,22.5,76.0,26.32,Healthy
EV0961,Hyundai Kona EV,Hyundai,2023,39,95.1,2028-08-25 23:15:00,2028-08-25 23:27:00,0.2,Bangalore Station 2,Fast,33,12.1,201.0,145.19999999999999,EV Fleet India,Bangalore,Completed,Good,D0961,Cloudy,22.5,76.0,26.32,Healthy
EV0962,BYD Seal,BYD,2023,82,95.1,2028-08-26 14:15:00,2028-08-26 14:50:00,0.58,Belagavi Station 1,Fast,32,27.9,244.0,334.8,Eco Drive,Belagavi,Completed,Good,D0962,Sunny,22.5,76.0,26.32,Healthy
EV0963,Tata Nexon EV,Tata,2023,40,97.4,2028-08-27 11:15:00,2028-08-27 11:54:00,0.65,Hubli Station 1,Fast,37,29.8,269.0,357.6,Eco Drive,Hubli,Completed,Good,D0963,Sunny,22.5,76.0,26.32,Healthy
EV0964,Tata Curvv EV,Tata,2023,55,93.7,2028-08-28 05:00:00,2028-08-28 05:20:00,0.33,Bangalore Station 2,Fast,34,18.9,201.0,226.8,Eco Drive,Bangalore,Completed,Good,D0964,Sunny,22.5,76.0,26.32,Healthy
EV0965,Hyundai Kona EV,Hyundai,2023,39,96.1,2028-08-29 22:15:00,2028-08-29 23:44:00,1.48,Bangalore Station 2,Normal,27,27.9,284.0,334.8,Premium Fleet,Bangalore,Completed,Good,D0965,Sunny,22.5,76.0,26.32,Healthy
EV0966,MG ZS EV,MG,2023,50,94.5,2028-08-30 09:30:00,2028-08-30 10:41:00,1.18,Bangalore Station 2,Normal,30,22.5,168.0,270,Green Mobility,Bangalore,Completed,Good,D0966,Cloudy,22.5,76.0,26.32,Healthy
EV0967,Tata Curvv EV,Tata,2023,55,94.0,2028-08-31 21:45:00,2028-08-31 22:12:00,0.45,Mysore Station 2,Fast,39,24.8,74.0,297.60000000000002,City EV,Mysore,Completed,Good,D0967,Rainy,22.5,76.0,26.32,Healthy
EV0968,Mahindra XUV400,Mahindra,2023,39,93.3,2028-09-01 23:15:00,2028-09-01 23:31:00,0.27,Mysore Station 1,Fast,28,14.6,306.0,175.2,Green Mobility,Mysore,Completed,Good,D0968,Cloudy,22.5,76.0,26.32,Healthy
EV0969,BYD Atto 3,BYD,2023,60,98.2,2028-09-02 15:15:00,2028-09-02 15:54:00,0.65,Bangalore Station 2,Fast,31,30.9,142.0,370.8,City EV,Bangalore,Completed,Good,D0969,Sunny,22.5,76.0,26.32,Healthy
EV0970,BYD Atto 3,BYD,2023,60,98.7,2028-09-03 23:15:00,2028-09-03 23:42:00,0.45,Mangalore Station 1,Fast,28,20.1,134.0,241.2,Green Mobility,Mangalore,Completed,Good,D0970,Cloudy,22.5,76.0,26.32,Healthy
EV0971,Tata Nexon EV,Tata,2023,40,98.5,2028-09-04 03:45:00,2028-09-04 04:58:00,1.22,Mangalore Station 1,Normal,31,19.5,247.0,234,Green Mobility,Mangalore,Completed,Good,D0971,Sunny,22.5,76.0,26.32,Healthy
EV0972,MG Comet EV,MG,2023,17,97.4,2028-09-05 15:15:00,2028-09-05 15:39:00,0.4,Hubli Station 1,Normal,38,6.2,287.0,74.400000000000006,Eco Drive,Hubli,Completed,Good,D0972,Cloudy,22.5,76.0,26.32,Healthy
EV0973,Hyundai Kona EV,Hyundai,2023,39,95.7,2028-09-06 04:45:00,2028-09-06 05:35:00,0.83,Bangalore Station 1,Normal,35,12.6,159.0,151.19999999999999,City EV,Bangalore,Completed,Good,D0973,Cloudy,22.5,76.0,26.32,Healthy
EV0974,Kia EV6,Kia,2023,77,96.3,2028-09-07 07:00:00,2028-09-07 07:40:00,0.67,Belagavi Station 2,Fast,32,31.4,146.0,376.8,City EV,Belagavi,Completed,Good,D0974,Rainy,22.5,76.0,26.32,Healthy
EV0975,Hyundai Kona EV,Hyundai,2023,39,96.0,2028-09-08 09:00:00,2028-09-08 09:17:00,0.28,Bangalore Station 2,Fast,28,10.4,120.0,124.8,EV Fleet India,Bangalore,Completed,Good,D0975,Sunny,22.5,76.0,26.32,Healthy
EV0976,Tata Nexon EV,Tata,2023,40,96.0,2028-09-09 03:45:00,2028-09-09 04:47:00,1.03,Bangalore Station 1,Normal,28,19.8,76.0,237.6,Green Mobility,Bangalore,Completed,Good,D0976,Cloudy,22.5,76.0,26.32,Healthy
EV0977,Kia EV6,Kia,2023,77,96.0,2028-09-10 12:45:00,2028-09-10 13:26:00,0.68,Hubli Station 1,Fast,33,29.5,236.0,354,Eco Drive,Hubli,Completed,Good,D0977,Sunny,22.5,76.0,26.32,Healthy
EV0978,BYD Seal,BYD,2023,82,96.4,2028-09-11 07:00:00,2028-09-11 07:43:00,0.72,Belagavi Station 2,Fast,33,39.5,196.0,474,Premium Fleet,Belagavi,Completed,Good,D0978,Sunny,22.5,76.0,26.32,Healthy
EV0979,MG Comet EV,MG,2023,17,98.7,2028-09-12 06:45:00,2028-09-12 07:32:00,0.78,Mangalore Station 2,Normal,28,12.5,288.0,150,City EV,Mangalore,Completed,Good,D0979,Cloudy,22.5,76.0,26.32,Healthy
EV0980,BYD Atto 3,BYD,2023,60,97.8,2028-09-13 07:00:00,2028-09-13 08:41:00,1.68,Belagavi Station 2,Normal,31,31.7,315.0,380.4,Eco Drive,Belagavi,Completed,Good,D0980,Sunny,22.5,76.0,26.32,Healthy
EV0981,Kia EV6,Kia,2023,77,97.6,2028-09-14 08:15:00,2028-09-14 08:56:00,0.68,Hubli Station 1,Fast,35,32.0,99.0,384,Premium Fleet,Hubli,Completed,Good,D0981,Sunny,22.5,76.0,26.32,Healthy
EV0982,BYD Seal,BYD,2023,82,98.7,2028-09-15 18:15:00,2028-09-15 18:53:00,0.63,Mangalore Station 2,Fast,38,34.6,242.0,415.2,Premium Fleet,Mangalore,Completed,Good,D0982,Sunny,22.5,76.0,26.32,Healthy
EV0983,Tata Punch EV,Tata,2023,35,98.8,2028-09-16 10:45:00,2028-09-16 11:13:00,0.47,Mangalore Station 2,Fast,27,25.3,196.0,303.60000000000002,Green Mobility,Mangalore,Completed,Good,D0983,Sunny,22.5,76.0,26.32,Healthy
EV0984,BYD Atto 3,BYD,2023,60,96.4,2028-09-17 06:45:00,2028-09-17 08:43:00,1.97,Hubli Station 2,Normal,27,35.8,119.0,429.6,Eco Drive,Hubli,Completed,Good,D0984,Sunny,22.5,76.0,26.32,Healthy
EV0985,BYD Atto 3,BYD,2023,60,94.8,2028-09-18 15:15:00,2028-09-18 16:40:00,1.42,Belagavi Station 1,Normal,38,26.7,158.0,320.39999999999998,EV Fleet India,Belagavi,Completed,Good,D0985,Sunny,22.5,76.0,26.32,Healthy
EV0986,Hyundai Kona EV,Hyundai,2023,39,96.8,2028-09-19 07:15:00,2028-09-19 08:39:00,1.4,Hubli Station 2,Normal,34,23.2,162.0,278.39999999999998,EV Fleet India,Hubli,Completed,Good,D0986,Cloudy,22.5,76.0,26.32,Healthy
EV0987,Tata Curvv EV,Tata,2023,55,96.8,2028-09-20 23:45:00,2028-09-21 01:31:00,1.77,Bangalore Station 2,Normal,36,32.7,155.0,392.4,City EV,Bangalore,Completed,Good,D0987,Rainy,22.5,76.0,26.32,Healthy
EV0988,BYD Atto 3,BYD,2023,60,96.4,2028-09-21 09:15:00,2028-09-21 09:44:00,0.48,Mysore Station 1,Fast,38,22.3,139.0,267.60000000000002,Premium Fleet,Mysore,Completed,Good,D0988,Cloudy,22.5,76.0,26.32,Healthy
EV0989,Kia EV6,Kia,2023,77,98.6,2028-09-22 19:45:00,2028-09-22 21:07:00,1.37,Mysore Station 1,Normal,29,24.1,97.0,289.2,Green Mobility,Mysore,Completed,Good,D0989,Rainy,22.5,76.0,26.32,Healthy
EV0990,BYD Seal,BYD,2023,82,97.9,2028-09-23 13:45:00,2028-09-23 16:22:00,2.62,Hubli Station 2,Normal,30,47.8,105.0,573.6,EV Fleet India,Hubli,Completed,Good,D0990,Rainy,22.5,76.0,26.32,Healthy
EV0991,Tata Curvv EV,Tata,2023,55,97.4,2028-09-24 15:30:00,2028-09-24 16:07:00,0.62,Bangalore Station 1,Fast,36,33.8,178.0,405.6,Premium Fleet,Bangalore,Completed,Good,D0991,Cloudy,22.5,76.0,26.32,Healthy
EV0992,Hyundai Kona EV,Hyundai,2023,39,94.0,2028-09-25 12:00:00,2028-09-25 12:30:00,0.5,Hubli Station 1,Fast,30,19.9,272.0,238.8,City EV,Hubli,Completed,Good,D0992,Cloudy,22.5,76.0,26.32,Healthy
EV0993,Kia EV6,Kia,2023,77,99.0,2028-09-26 02:15:00,2028-09-26 03:06:00,0.85,Belagavi Station 2,Fast,29,37.0,191.0,444,EV Fleet India,Belagavi,Completed,Good,D0993,Cloudy,22.5,76.0,26.32,Healthy
EV0994,Tata Curvv EV,Tata,2023,55,96.9,2028-09-27 08:00:00,2028-09-27 08:44:00,0.73,Mangalore Station 2,Fast,30,41.4,290.0,496.8,Eco Drive,Mangalore,Completed,Good,D0994,Sunny,22.5,76.0,26.32,Healthy
EV0995,Tata Punch EV,Tata,2023,35,94.8,2028-09-28 22:15:00,2028-09-28 22:30:00,0.25,Hubli Station 2,Fast,39,9.4,273.0,112.8,Green Mobility,Hubli,Completed,Good,D0995,Cloudy,22.5,76.0,26.32,Healthy
EV0996,BYD Atto 3,BYD,2023,60,96.7,2028-09-29 06:30:00,2028-09-29 09:10:00,2.67,Mysore Station 2,Normal,38,48.4,310.0,580.79999999999995,Green Mobility,Mysore,Completed,Good,D0996,Cloudy,22.5,76.0,26.32,Healthy
EV0997,Kia EV6,Kia,2023,77,97.7,2028-09-30 11:00:00,2028-09-30 11:49:00,0.82,Belagavi Station 1,Fast,37,41.0,129.0,492,Premium Fleet,Belagavi,Completed,Good,D0997,Rainy,22.5,76.0,26.32,Healthy
EV0998,MG Comet EV,MG,2023,17,96.2,2028-10-01 09:00:00,2028-10-01 09:08:00,0.13,Mysore Station 2,Fast,33,7.9,261.0,94.8,Premium Fleet,Mysore,Completed,Good,D0998,Rainy,22.5,76.0,26.32,Healthy
EV0999,BYD Atto 3,BYD,2023,60,97.7,2028-10-02 20:00:00,2028-10-02 21:53:00,1.88,Bangalore Station 1,Normal,28,34.5,241.0,414,Eco Drive,Bangalore,Completed,Good,D0999,Cloudy,22.5,76.0,26.32,Healthy
EV1000,MG ZS EV,MG,2023,50,98.6,2028-10-03 17:00:00,2028-10-03 17:27:00,0.45,Mysore Station 1,Fast,27,24.2,250.0,290.39999999999998,EV Fleet India,Mysore,Completed,Good,D1000,Sunny,22.5,76.0,26.32,Healthy
EV1001,MG ZS EV,MG,2023,50,99.1,2028-10-04 02:30:00,2028-10-04 03:01:00,0.52,Mysore Station 2,Fast,38,29.4,135.0,352.8,Green Mobility,Mysore,Completed,Good,D1001,Sunny,22.5,76.0,26.32,Healthy
EV1002,BYD Seal,BYD,2023,82,98.4,2028-10-05 02:30:00,2028-10-05 03:12:00,0.7,Hubli Station 2,Fast,35,33.3,266.0,399.6,Green Mobility,Hubli,Completed,Good,D1002,Cloudy,22.5,76.0,26.32,Healthy
EV1003,BYD Atto 3,BYD,2023,60,96.6,2028-10-06 13:00:00,2028-10-06 14:22:00,1.37,Mysore Station 1,Normal,39,24.9,227.0,298.8,Green Mobility,Mysore,Completed,Good,D1003,Rainy,22.5,76.0,26.32,Healthy
EV1004,Kia EV6,Kia,2023,77,94.4,2028-10-07 12:00:00,2028-10-07 12:51:00,0.85,Mangalore Station 1,Fast,28,40.8,85.0,489.6,Green Mobility,Mangalore,Completed,Good,D1004,Cloudy,22.5,76.0,26.32,Healthy
EV1005,BYD Seal,BYD,2023,82,94.3,2028-10-08 03:15:00,2028-10-08 05:14:00,1.98,Hubli Station 1,Normal,38,37.2,234.0,446.4,Premium Fleet,Hubli,Completed,Good,D1005,Rainy,22.5,76.0,26.32,Healthy
EV1006,Hyundai Kona EV,Hyundai,2023,39,97.7,2028-10-09 09:00:00,2028-10-09 09:55:00,0.92,Mysore Station 2,Normal,29,14.3,247.0,171.6,Premium Fleet,Mysore,Completed,Good,D1006,Rainy,22.5,76.0,26.32,Healthy
EV1007,MG Comet EV,MG,2023,17,94.6,2028-10-10 22:45:00,2028-10-10 23:25:00,0.67,Mangalore Station 2,Normal,34,12.5,331.0,150,EV Fleet India,Mangalore,Completed,Good,D1007,Cloudy,22.5,76.0,26.32,Healthy
EV1008,MG ZS EV,MG,2023,50,97.1,2028-10-11 22:15:00,2028-10-11 23:11:00,0.93,Mysore Station 1,Fast,30,40.6,301.0,487.2,EV Fleet India,Mysore,Completed,Good,D1008,Cloudy,22.5,76.0,26.32,Healthy
EV1009,Mahindra XUV400,Mahindra,2023,39,98.5,2028-10-12 21:00:00,2028-10-12 21:27:00,0.45,Mysore Station 2,Fast,27,16.0,65.0,192,Green Mobility,Mysore,Completed,Good,D1009,Rainy,22.5,76.0,26.32,Healthy
EV1010,Tata Punch EV,Tata,2023,35,94.9,2028-10-13 06:00:00,2028-10-13 06:16:00,0.27,Hubli Station 1,Fast,33,13.8,112.0,165.6,Green Mobility,Hubli,Completed,Good,D1010,Cloudy,22.5,76.0,26.32,Healthy
EV1011,Mahindra XUV400,Mahindra,2023,39,94.3,2028-10-14 23:45:00,2028-10-15 00:21:00,0.6,Belagavi Station 1,Fast,34,30.3,79.0,363.6,Green Mobility,Belagavi,Completed,Good,D1011,Cloudy,22.5,76.0,26.32,Healthy
EV1012,Tata Punch EV,Tata,2023,35,96.2,2028-10-15 00:00:00,2028-10-15 00:35:00,0.58,Mangalore Station 1,Normal,29,9.7,249.0,116.4,Premium Fleet,Mangalore,Completed,Good,D1012,Sunny,22.5,76.0,26.32,Healthy
EV1013,MG Comet EV,MG,2023,17,98.0,2028-10-16 01:00:00,2028-10-16 01:40:00,0.67,Mangalore Station 2,Normal,28,10.6,305.0,127.2,Eco Drive,Mangalore,Completed,Good,D1013,Sunny,22.5,76.0,26.32,Healthy
EV1014,BYD Seal,BYD,2023,82,97.7,2028-10-17 11:00:00,2028-10-17 12:11:00,1.18,Hubli Station 2,Fast,34,53.9,141.0,646.79999999999995,Eco Drive,Hubli,Completed,Good,D1014,Sunny,22.5,76.0,26.32,Healthy
EV1015,Tata Punch EV,Tata,2023,35,96.1,2028-10-18 20:45:00,2028-10-18 22:02:00,1.28,Hubli Station 1,Normal,35,21.2,121.0,254.4,City EV,Hubli,Completed,Good,D1015,Cloudy,22.5,76.0,26.32,Healthy
EV1016,BYD Atto 3,BYD,2023,60,99.0,2028-10-19 07:15:00,2028-10-19 07:51:00,0.6,Bangalore Station 1,Fast,31,33.6,214.0,403.2,City EV,Bangalore,Completed,Good,D1016,Sunny,22.5,76.0,26.32,Healthy
EV1017,Tata Punch EV,Tata,2023,35,96.3,2028-10-20 10:30:00,2028-10-20 10:47:00,0.28,Mysore Station 2,Fast,31,17.9,292.0,214.8,City EV,Mysore,Completed,Good,D1017,Rainy,22.5,76.0,26.32,Healthy
EV1018,BYD Seal,BYD,2023,82,98.5,2028-10-21 10:00:00,2028-10-21 10:48:00,0.8,Bangalore Station 2,Fast,39,39.5,350.0,474,EV Fleet India,Bangalore,Completed,Good,D1018,Sunny,22.5,76.0,26.32,Healthy
EV1019,Kia EV6,Kia,2023,77,93.7,2028-10-22 07:00:00,2028-10-22 07:54:00,0.9,Mysore Station 2,Fast,35,46.6,294.0,559.20000000000005,Eco Drive,Mysore,Completed,Good,D1019,Sunny,22.5,76.0,26.32,Healthy
EV1020,Tata Punch EV,Tata,2023,35,97.9,2028-10-23 17:15:00,2028-10-23 17:55:00,0.67,Mangalore Station 2,Fast,27,27.7,71.0,332.4,Green Mobility,Mangalore,Completed,Good,D1020,Rainy,22.5,76.0,26.32,Healthy
EV1021,Tata Nexon EV,Tata,2023,40,98.8,2028-10-24 03:30:00,2028-10-24 03:59:00,0.48,Mysore Station 1,Fast,34,22.8,228.0,273.60000000000002,Premium Fleet,Mysore,Completed,Good,D1021,Sunny,22.5,76.0,26.32,Healthy
EV1022,BYD Seal,BYD,2023,82,95.4,2028-10-25 05:00:00,2028-10-25 06:01:00,1.02,Mysore Station 2,Fast,31,48.7,349.0,584.4,Green Mobility,Mysore,Completed,Good,D1022,Cloudy,22.5,76.0,26.32,Healthy
EV1023,Tata Curvv EV,Tata,2023,55,93.5,2028-10-26 03:00:00,2028-10-26 03:40:00,0.67,Mysore Station 2,Fast,27,29.5,96.0,354,Green Mobility,Mysore,Completed,Good,D1023,Sunny,22.5,76.0,26.32,Healthy
EV1024,Mahindra XUV400,Mahindra,2023,39,94.2,2028-10-27 05:30:00,2028-10-27 05:52:00,0.37,Mangalore Station 1,Fast,29,19.2,347.0,230.4,Premium Fleet,Mangalore,Completed,Good,D1024,Rainy,22.5,76.0,26.32,Healthy
EV1025,BYD Atto 3,BYD,2023,60,95.7,2028-10-28 01:30:00,2028-10-28 02:11:00,0.68,Mangalore Station 2,Fast,29,37.9,251.0,454.8,Premium Fleet,Mangalore,Completed,Good,D1025,Rainy,22.5,76.0,26.32,Healthy
EV1026,Tata Punch EV,Tata,2023,35,98.3,2028-10-29 12:30:00,2028-10-29 12:55:00,0.42,Belagavi Station 2,Fast,39,17.7,208.0,212.4,EV Fleet India,Belagavi,Completed,Good,D1026,Sunny,22.5,76.0,26.32,Healthy
EV1027,Tata Nexon EV,Tata,2023,40,98.6,2028-10-30 07:45:00,2028-10-30 08:25:00,0.67,Hubli Station 2,Fast,39,30.0,283.0,360,Eco Drive,Hubli,Completed,Good,D1027,Rainy,22.5,76.0,26.32,Healthy
EV1028,Tata Nexon EV,Tata,2023,40,95.2,2028-10-31 12:00:00,2028-10-31 12:41:00,0.68,Mangalore Station 2,Normal,30,12.3,180.0,147.6,EV Fleet India,Mangalore,Completed,Good,D1028,Sunny,22.5,76.0,26.32,Healthy
EV1029,MG ZS EV,MG,2023,50,96.9,2028-11-01 00:45:00,2028-11-01 01:13:00,0.47,Hubli Station 2,Fast,31,18.6,191.0,223.2,Premium Fleet,Hubli,Completed,Good,D1029,Sunny,22.5,76.0,26.32,Healthy
EV1030,Tata Punch EV,Tata,2023,35,95.2,2028-11-02 16:00:00,2028-11-02 16:43:00,0.72,Hubli Station 2,Normal,37,12.9,79.0,154.80000000000001,City EV,Hubli,Completed,Good,D1030,Rainy,22.5,76.0,26.32,Healthy
EV1031,Tata Nexon EV,Tata,2023,40,94.4,2028-11-03 04:15:00,2028-11-03 04:41:00,0.43,Mysore Station 1,Fast,27,20.6,100.0,247.2,City EV,Mysore,Completed,Good,D1031,Sunny,22.5,76.0,26.32,Healthy
EV1032,Tata Curvv EV,Tata,2023,55,96.1,2028-11-04 03:45:00,2028-11-04 04:06:00,0.35,Mangalore Station 2,Fast,39,15.4,187.0,184.8,Green Mobility,Mangalore,Completed,Good,D1032,Cloudy,22.5,76.0,26.32,Healthy
EV1033,BYD Atto 3,BYD,2023,60,94.2,2028-11-05 13:00:00,2028-11-05 14:18:00,1.3,Mangalore Station 1,Normal,30,22.9,300.0,274.8,Eco Drive,Mangalore,Completed,Good,D1033,Rainy,22.5,76.0,26.32,Healthy
EV1034,BYD Atto 3,BYD,2023,60,95.5,2028-11-06 09:15:00,2028-11-06 10:01:00,0.77,Belagavi Station 2,Fast,31,34.3,78.0,411.6,EV Fleet India,Belagavi,Completed,Good,D1034,Cloudy,22.5,76.0,26.32,Healthy
EV1035,Mahindra XUV400,Mahindra,2023,39,94.4,2028-11-07 03:00:00,2028-11-07 03:37:00,0.62,Mangalore Station 1,Normal,32,10.1,287.0,121.2,EV Fleet India,Mangalore,Completed,Good,D1035,Sunny,22.5,76.0,26.32,Healthy
EV1036,Tata Curvv EV,Tata,2023,55,96.7,2028-11-08 01:15:00,2028-11-08 01:59:00,0.73,Hubli Station 1,Fast,29,33.8,267.0,405.6,City EV,Hubli,Completed,Good,D1036,Sunny,22.5,76.0,26.32,Healthy
EV1037,Tata Curvv EV,Tata,2023,55,99.0,2028-11-09 06:15:00,2028-11-09 07:17:00,1.03,Hubli Station 1,Normal,39,18.1,272.0,217.2,Eco Drive,Hubli,Completed,Good,D1037,Cloudy,22.5,76.0,26.32,Healthy
